author_name	author_id	loc_type	place	place_id	country	country_ISO	place_full	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Baring-Gould, Sabine	Q1242472	archives at	National Library of Wales	Q666063	United Kingdom	GBR	National Library of Wales, United Kingdom	National Library of Wales, Aberystwyth, Dyfed, Wales, SY23 3, GBR	POI	Museum				Aberystwyth	Dyfed	Wales	United Kingdom	GBR	-4.06848999999994	52.414510000000064	100.0	
Glyn, Elinor	Q447240	place of burial	Golders Green Crematorium	Q4141350	United Kingdom	GBR	Golders Green Crematorium, United Kingdom	Golders Green, Barnet, Greater London, England, GBR	Locality	District				Barnet	Greater London	England	United Kingdom	GBR	-0.19711830399995733	51.580976150000026	86.9	
Glyn, Elinor	Q447240	place of birth	Saint Helier	Q147738	Jersey	JEY	Saint Helier, Jersey	Saint Helier, JEY	Locality	City				Saint Helier		Saint Helier	Jersey	JEY	-2.104909999999961	49.18804000000006	100.0	
Glyn, Elinor	Q447240	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Glyn, Elinor	Q447240	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Glyn, Elinor	Q447240	residence	Jersey	Q785	Jersey	JEY	Jersey, Jersey	Jersey	Locality	Country							Jersey	JEY	-2.1327190749999545	49.21402591200007	100.0	
Fowler, Ellen Thorneycroft	Q5365036	place of birth	Chapel Ash	Q5072985	United Kingdom	GBR	Chapel Ash, United Kingdom	Chapel, Cornwall, England, GBR	Locality	District				Chapel	Cornwall	England	United Kingdom	GBR	-4.3706854929999395	50.633550178000064	93.6	
Fowler, Ellen Thorneycroft	Q5365036	place of death	Bournemouth	Q170478	United Kingdom	GBR	Bournemouth, United Kingdom	Bournemouth, Dorset, England, GBR	Locality	City				Bournemouth	Dorset	England	United Kingdom	GBR	-1.8766813269999716	50.72096085800007	100.0	
Fowler, Ellen Thorneycroft	Q5365036	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Fowler, Ellen Thorneycroft	Q5365036	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Steel, Flora Annie	Q5460275	place of birth	Sudbury	Q146346	United Kingdom	GBR	Sudbury, United Kingdom	Sudbury, Babergh, Suffolk, England, GBR	Locality	City				Babergh	Suffolk	England	United Kingdom	GBR	0.731877885000074	52.03922384500004	100.0	
Steel, Flora Annie	Q5460275	place of death	Minchinhampton	Q1221589	United Kingdom	GBR	Minchinhampton, United Kingdom	Minchinhampton, Stroud, Gloucestershire, England, GBR	Locality	City				Stroud	Gloucestershire	England	United Kingdom	GBR	-2.1861357429999657	51.70538104000008	100.0	
Steel, Flora Annie	Q5460275	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Steel, Flora Annie	Q5460275	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Jerome, Jerome K.	Q218698	place of burial	Oxfordshire	Q23169	United Kingdom	GBR	Oxfordshire, United Kingdom	Oxfordshire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-1.3223299999999654	51.76577000000003	100.0	
Jerome, Jerome K.	Q218698	place of birth	Walsall	Q504530	United Kingdom	GBR	Walsall, United Kingdom	Walsall, West Midlands, England, GBR	Locality	City				Walsall	West Midlands	England	United Kingdom	GBR	-1.9803357919999485	52.58623663100008	100.0	
Jerome, Jerome K.	Q218698	place of death	Northampton	Q192240	United Kingdom	GBR	Northampton, United Kingdom	Northampton, Northamptonshire, England, GBR	Locality	City				Northampton	Northamptonshire	England	United Kingdom	GBR	-0.8950313709999591	52.23787322600003	100.0	
Jerome, Jerome K.	Q218698	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Mason, Alfred Edward Woodley	Q382786	place of birth	Dulwich	Q146766	United Kingdom	GBR	Dulwich, United Kingdom	Dulwich, Southwark, Greater London, England, GBR	Locality	District				Southwark	Greater London	England	United Kingdom	GBR	-0.08014437599996427	51.43538031700007	100.0	
Mason, Alfred Edward Woodley	Q382786	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Mason, Alfred Edward Woodley	Q382786	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Mason, Alfred Edward Woodley	Q382786	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Mason, Alfred Edward Woodley	Q382786	archives at	Harry Ransom Center	Q5671855	United States of America	USA	Harry Ransom Center, United States of America	Harry Ransom Center, 300 W 21st St, Austin, TX, 78712, USA	POI	Museum	300 W 21st St	21st	300	Austin	Travis County	Texas	United States	USA	-97.74105999999995	30.28376000000003	100.0	
Mason, Alfred Edward Woodley	Q382786	work location	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Machen, Arthur	Q540166	place of burial	St Mary's Church, Amersham	Q7594265	United Kingdom	GBR	St Mary's Church, Amersham, United Kingdom	St Marychurch, Devon, England, GBR	Locality	District				St Marychurch	Devon	England	United Kingdom	GBR	-3.523569605999967	50.48011229400004	86.84	
Machen, Arthur	Q540166	place of birth	Caerleon	Q1009261	United Kingdom	GBR	Caerleon, United Kingdom	Caerleon, Gwent, Wales, GBR	Locality	City				Caerleon	Gwent	Wales	United Kingdom	GBR	-2.9556136229999765	51.610078464000026	100.0	
Machen, Arthur	Q540166	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Machen, Arthur	Q540166	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Machen, Arthur	Q540166	country of citizenship	Wales	Q25	Kingdom of England	GBR	Wales, Kingdom of England	Kingdom, West Horrington, Wells, Somerset, England, BA5 3, GBR	StreetName		Kingdom	Kingdom		Wells	Somerset	England	United Kingdom	GBR	-2.6125938664701307	51.225521723814424	85.71	
Machen, Arthur	Q540166	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Machen, Arthur	Q540166	archives at	Beinecke Rare Book & Manuscript Library	Q814779	United States of America	USA	Beinecke Rare Book & Manuscript Library, United States of America	Beinecke Rare Book and Manuscript Library, Town of New Haven, CT, USA	POI	Library				Town of New Haven	New Haven County	Connecticut	United States	USA	-72.92704999999995	41.31149000000005	100.0	
Machen, Arthur	Q540166	archives at	National Library of Wales	Q666063	United Kingdom	GBR	National Library of Wales, United Kingdom	National Library of Wales, Aberystwyth, Dyfed, Wales, SY23 3, GBR	POI	Museum				Aberystwyth	Dyfed	Wales	United Kingdom	GBR	-4.06848999999994	52.414510000000064	100.0	
Machen, Arthur	Q540166	archives at	Harry Ransom Center	Q5671855	United States of America	USA	Harry Ransom Center, United States of America	Harry Ransom Center, 300 W 21st St, Austin, TX, 78712, USA	POI	Museum	300 W 21st St	21st	300	Austin	Travis County	Texas	United States	USA	-97.74105999999995	30.28376000000003	100.0	
Silberrad, Una Lucy	Q7882119	place of birth	Buckhurst Hill	Q2684024	United Kingdom	GBR	Buckhurst Hill, United Kingdom	Buckhurst Hill, Epping Forest, Essex, England, GBR	Locality	District				Epping Forest	Essex	England	United Kingdom	GBR	0.04328723600002604	51.62693522300003	100.0	
Silberrad, Una Lucy	Q7882119	place of death	Burnham-on-Crouch	Q2454022	United Kingdom	GBR	Burnham-on-Crouch, United Kingdom	Burnham-on-Crouch, Maldon, Essex, England, GBR	Locality	City				Maldon	Essex	England	United Kingdom	GBR	0.8177288070000372	51.62527225700006	100.0	
Silberrad, Una Lucy	Q7882119	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Silberrad, Una Lucy	Q7882119	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Chesterton, Gilbert Keith	Q183167	place of burial	Buckinghamshire	Q23229	United Kingdom	GBR	Buckinghamshire, United Kingdom	Buckinghamshire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-0.7991199999999594	51.834790000000055	100.0	
Chesterton, Gilbert Keith	Q183167	place of birth	Kensington	Q288781	United Kingdom	GBR	Kensington, United Kingdom	Kensington, Liverpool, Merseyside, England, GBR	Locality	District				Liverpool	Merseyside	England	United Kingdom	GBR	-2.9478962199999614	53.412076342000034	100.0	
Chesterton, Gilbert Keith	Q183167	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Chesterton, Gilbert Keith	Q183167	place of birth	Beaconsfield	Q812906	United Kingdom	GBR	Beaconsfield, United Kingdom	Beaconsfield, Buckinghamshire, England, GBR	Locality	City				Beaconsfield	Buckinghamshire	England	United Kingdom	GBR	-0.64547758599997	51.61034054900006	100.0	
Chesterton, Gilbert Keith	Q183167	place of death	Beaconsfield	Q812906	United Kingdom	GBR	Beaconsfield, United Kingdom	Beaconsfield, Buckinghamshire, England, GBR	Locality	City				Beaconsfield	Buckinghamshire	England	United Kingdom	GBR	-0.64547758599997	51.61034054900006	100.0	
Chesterton, Gilbert Keith	Q183167	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Chesterton, Gilbert Keith	Q183167	archives at	Hesburgh Libraries Rare Books & Special Collections	Q108653830	United States of America	USA	Hesburgh Libraries Rare Books & Special Collections, United States of America	Special Collections Library, 423 Central Ave NE, Albuquerque, NM, 87102, USA	POI	Library	423 Central Ave NE	Central	423	Albuquerque	Bernalillo County	New Mexico	United States	USA	-106.64250999999996	35.08346000000006	82.04	
Chesterton, Gilbert Keith	Q183167	archives at	University of Notre Dame Archives	Q109614422	United States of America	USA	University of Notre Dame Archives, United States of America	University Vlg, Notre Dame, IN, 46556, USA	StreetName		University Vlg	University		Notre Dame	St. Joseph County	Indiana	United States	USA	-86.24735787962598	41.711995955217105	88.86	
Chesterton, Gilbert Keith	Q183167	archives at	Louis Round Wilson Library	Q14708020	United States of America	USA	Louis Round Wilson Library, United States of America	Library, South Park Twp, PA, USA	Locality	Village				South Park Twp	Allegheny County	Pennsylvania	United States	USA	-80.01152999999994	40.28776000000005	85.45	
Chesterton, Gilbert Keith	Q183167	archives at	John M. Kelly Library	Q64760824	Canada	CAN	John M. Kelly Library, Canada	Kelly, Hamilton, ON, CAN	Locality	Neighborhood				Hamilton	Hamilton Division	Ontario	Canada	CAN	-79.99458004599995	43.19058895100005	78.34	
Forster, Edward Morgan	Q189119	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Forster, Edward Morgan	Q189119	place of death	Coventry	Q6225	United Kingdom	GBR	Coventry, United Kingdom	Coventry, West Midlands, England, GBR	Locality	City				Coventry	West Midlands	England	United Kingdom	GBR	-1.5068480599999248	52.40772365500004	100.0	
Forster, Edward Morgan	Q189119	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Forster, Edward Morgan	Q189119	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN	University of Victoria Special Collections and University Archives, Canada	University, Brandon, MB, CAN	Locality	Neighborhood				Brandon	Division No. 7	Manitoba	Canada	CAN	-99.96327787999996	49.845647531000054	74.25	
Hornung, Ernest William	Q1288644	place of birth	Middlesbrough	Q171866	United Kingdom	GBR	Middlesbrough, United Kingdom	Middlesbrough, North Yorkshire, England, GBR	Locality	City				Middlesbrough	North Yorkshire	England	United Kingdom	GBR	-1.2368394129999274	54.57644334100007	100.0	
Hornung, Ernest William	Q1288644	place of death	France	Q142	France	FRA	France, France	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100.0	
Hornung, Ernest William	Q1288644	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Belloc-Lowndes, Marie	Q389375	place of burial	Q106518708	Q106518708	France	FRA	Q106518708, France	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	75.0	
Belloc-Lowndes, Marie	Q389375	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Belloc-Lowndes, Marie	Q389375	place of death	Hampshire	Q23204	United Kingdom	GBR	Hampshire, United Kingdom	Hampshire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-1.2853999999999246	51.05819000000008	100.0	
Belloc-Lowndes, Marie	Q389375	country of citizenship	France	Q142	France	FRA	France, France	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100.0	
Belloc-Lowndes, Marie	Q389375	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Belloc-Lowndes, Marie	Q389375	archives at	Harry Ransom Center	Q5671855	United States of America	USA	Harry Ransom Center, United States of America	Harry Ransom Center, 300 W 21st St, Austin, TX, 78712, USA	POI	Museum	300 W 21st St	21st	300	Austin	Travis County	Texas	United States	USA	-97.74105999999995	30.28376000000003	100.0	
Buchan, John	Q333004	place of burial	Oxfordshire	Q23169	United Kingdom	GBR	Oxfordshire, United Kingdom	Oxfordshire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-1.3223299999999654	51.76577000000003	100.0	
Buchan, John	Q333004	place of birth	Perth	Q203000	United Kingdom	GBR	Perth, United Kingdom	Perth, Perth and Kinross, Scotland, GBR	Locality	City				Perth	Perth and Kinross	Scotland	United Kingdom	GBR	-3.438900348999937	56.395462397000074	100.0	
Buchan, John	Q333004	place of death	Montreal	Q340	Canada	CAN	Montreal, Canada	Montréal, QC, CAN	Locality	City				Montréal	Communauté-Urbaine-de-Montréal	Québec	Canada	CAN	-73.55424199999999	45.508867000000066	100.0	
Buchan, John	Q333004	place of death	Montreal Neurological Institute and Hospital	Q3152227	Canada	CAN	Montreal Neurological Institute and Hospital, Canada	Neurological Institute of brain body and being, 1126 Finch Ave W, Toronto, ON, M3J 3J6, CAN	POI	Medical Clinic	1126 Finch Ave W	Finch	1126	Toronto	Toronto	Ontario	Canada	CAN	-79.47596199999998	43.76829500000008	74.56	
Buchan, John	Q333004	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Buchan, John	Q333004	archives at	Rare Books and Special Collections	Q62535993	Canada	CAN	Rare Books and Special Collections, Canada	Canada	Locality	Country							Canada	CAN	-113.64257999999995	60.108670000000075	70.0	
Buchan, John	Q333004	work location	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Conrad, Joseph	Q82925	place of burial	Canterbury	Q29303	United Kingdom	GBR	Canterbury, United Kingdom	Canterbury, Kent, England, GBR	Locality	City				Canterbury	Kent	England	United Kingdom	GBR	1.078912732000049	51.279680506000034	100.0	
Conrad, Joseph	Q82925	place of birth	Terekhove	Q4455727	Ukraine	UKR	Terekhove, Ukraine	Terekhove, Krolevetskyi raion, Sumska oblast, UKR	Locality	City				Krolevetskyi raion		Sumska oblast	Ukraina	UKR	33.226420000000076	51.50556000000006	100.0	
Conrad, Joseph	Q82925	place of death	Bishopsbourne	Q866348	United Kingdom	GBR	Bishopsbourne, United Kingdom	Bishopsbourne, Canterbury, Kent, England, GBR	Locality	Village				Canterbury	Kent	England	United Kingdom	GBR	1.1331736790000377	51.23068390800006	100.0	
Conrad, Joseph	Q82925	country of citizenship	Second Polish Republic	Q207272	Second Polish Republic	POL	Second Polish Republic, Second Polish Republic	Poland	Locality	Country							Poland	POL	19.39876898600005	52.12379015400006	100.0	
Conrad, Joseph	Q82925	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Conrad, Joseph	Q82925	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Conrad, Joseph	Q82925	country of citizenship	Russian Empire	Q34266	Russian Empire	RUS	Russian Empire, Russian Empire	Russia	Locality	Country							Russia	RUS	96.80537153400007	61.989526183000066	100.0	
Conrad, Joseph	Q82925	archives at	Leeds University Library	Q24568958	United Kingdom	GBR	Leeds University Library, United Kingdom	Library, Woodhouse Lane, University District, Leeds, West Yorkshire, England, LS2 3, GBR	POI	ATM	Woodhouse Lane	Woodhouse		Leeds	West Yorkshire	England	United Kingdom	GBR	-1.5515499999999633	53.807150000000036	90.8	
Conrad, Joseph	Q82925	archives at	Beinecke Rare Book & Manuscript Library	Q814779	United States of America	USA	Beinecke Rare Book & Manuscript Library, United States of America	Beinecke Rare Book and Manuscript Library, Town of New Haven, CT, USA	POI	Library				Town of New Haven	New Haven County	Connecticut	United States	USA	-72.92704999999995	41.31149000000005	100.0	
Conrad, Joseph	Q82925	archives at	Harry Ransom Center	Q5671855	United States of America	USA	Harry Ransom Center, United States of America	Harry Ransom Center, 300 W 21st St, Austin, TX, 78712, USA	POI	Museum	300 W 21st St	21st	300	Austin	Travis County	Texas	United States	USA	-97.74105999999995	30.28376000000003	100.0	
Lewis, Percy Wyndham	Q780102	place of burial	Golders Green Crematorium	Q4141350	United Kingdom	GBR	Golders Green Crematorium, United Kingdom	Golders Green, Barnet, Greater London, England, GBR	Locality	District				Barnet	Greater London	England	United Kingdom	GBR	-0.19711830399995733	51.580976150000026	86.9	
Lewis, Percy Wyndham	Q780102	place of birth	Amherst	Q470594	Canada	CAN	Amherst, Canada	Amherst, NS, CAN	Locality	City				Amherst	Cumberland County	Nova Scotia	Canada	CAN	-64.20928799999996	45.83176100000003	100.0	
Lewis, Percy Wyndham	Q780102	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Lewis, Percy Wyndham	Q780102	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Lewis, Percy Wyndham	Q780102	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Lewis, Percy Wyndham	Q780102	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN	University of Victoria Special Collections and University Archives, Canada	University, Brandon, MB, CAN	Locality	Neighborhood				Brandon	Division No. 7	Manitoba	Canada	CAN	-99.96327787999996	49.845647531000054	74.25	
Lewis, Percy Wyndham	Q780102	archives at	Clara Thomas Archives and Special Collections	Q61467363	Canada	CAN	Clara Thomas Archives and Special Collections, Canada	Thomas, Sainte-Thècle, QC, CAN	Locality	Village				Sainte-Thècle	Mékinac	Québec	Canada	CAN	-72.46497199999999	46.804482000000064	74.25	
Lewis, Percy Wyndham	Q780102	work location	Washington, D.C.	Q61	United States of America	USA	Washington, D.C., United States of America	Washington, DC, USA	Locality	City				Washington	District of Columbia	District of Columbia	United States	USA	-77.03195999999997	38.890370000000075	100.0	
West, Rebecca [pseud. Cicily Isabel Fairfield]	Q236669	place of burial	Brookwood Cemetery	Q990618	United Kingdom	GBR	Brookwood Cemetery, United Kingdom	Brookwood Cemetery, Brookwood, Woking, Surrey, England, GU24 0, GBR	POI	Cemetery				Woking	Surrey	England	United Kingdom	GBR	-0.6417099999999323	51.30036000000007	100.0	
West, Rebecca [pseud. Cicily Isabel Fairfield]	Q236669	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
West, Rebecca [pseud. Cicily Isabel Fairfield]	Q236669	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
West, Rebecca [pseud. Cicily Isabel Fairfield]	Q236669	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
West, Rebecca [pseud. Cicily Isabel Fairfield]	Q236669	archives at	Beinecke Rare Book & Manuscript Library	Q814779	United States of America	USA	Beinecke Rare Book & Manuscript Library, United States of America	Beinecke Rare Book and Manuscript Library, Town of New Haven, CT, USA	POI	Library				Town of New Haven	New Haven County	Connecticut	United States	USA	-72.92704999999995	41.31149000000005	100.0	
Woolf, Virginia	Q40909	place of burial	Monk's House	Q864197	United Kingdom	GBR	Monk's House, United Kingdom	Monkhouse, Chestergate, Stockport, Cheshire, England, SK3 0, GBR	POI	Childrens Apparel	Chestergate	Chestergate		Stockport	Cheshire	England	United Kingdom	GBR	-2.168809999999951	53.40841000000006	94.6	
Woolf, Virginia	Q40909	place of birth	Hyde Park Gate	Q5953682	United Kingdom	GBR	Hyde Park Gate, United Kingdom	Park Gate, Dorset, England, GBR	Locality	District				Park Gate	Dorset	England	United Kingdom	GBR	-2.3581690839999396	50.86483637300006	93.6	
Woolf, Virginia	Q40909	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Woolf, Virginia	Q40909	place of death	Lewes	Q246884	United Kingdom	GBR	Lewes, United Kingdom	Lewes, East Sussex, England, GBR	Locality	City				Lewes	East Sussex	England	United Kingdom	GBR	0.010428627000067081	50.873131998000076	100.0	
Woolf, Virginia	Q40909	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Woolf, Virginia	Q40909	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN	University of Victoria Special Collections and University Archives, Canada	University, Brandon, MB, CAN	Locality	Neighborhood				Brandon	Division No. 7	Manitoba	Canada	CAN	-99.96327787999996	49.845647531000054	74.25	
Woolf, Virginia	Q40909	archives at	Smith College	Q49204	United States of America	USA	Smith College, United States of America	Smith College, 7 College Ln, Northampton, MA, 01063, USA	POI	College	7 College Ln	College	7	Northampton	Hampshire County	Massachusetts	United States	USA	-72.64047999999997	42.319660000000056	100.0	
Woolf, Virginia	Q40909	archives at	University of Sussex Library	Q17549763	United Kingdom	GBR	University of Sussex Library, United Kingdom	University of Sussex, Eastern Ring Road, Falmer, Brighton, East Sussex, England, BN1 9, GBR	POI	College	Eastern Ring Road	Eastern		Brighton	East Sussex	England	United Kingdom	GBR	-0.08231999999992468	50.865950000000055	88.95	
Woolf, Virginia	Q40909	archives at	E.J. Pratt Library	Q76176053	Canada	CAN	E.J. Pratt Library, Canada	Pratt, North Norfolk, MB, CAN	Locality	Village				North Norfolk	Division No. 8	Manitoba	Canada	CAN	-98.91605999999996	49.80521800000008	81.18	
